STATENAME,URL,WEBSITE,ACTIVITYESTIMATE,WEEKEND,WEEK,SEASON
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Widespread,Mar-19-2016,11,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Widespread,Mar-26-2016,12,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Widespread,Apr-02-2016,13,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Local Activity,Apr-09-2016,14,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Local Activity,Apr-16-2016,15,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Widespread,Apr-23-2016,16,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Regional,Apr-30-2016,17,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Local Activity,May-07-2016,18,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Local Activity,May-14-2016,19,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Sporadic,May-21-2016,20,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,Oct-10-2015,40,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,Oct-17-2015,41,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,Oct-24-2015,42,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,Oct-31-2015,43,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,Nov-07-2015,44,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,Nov-14-2015,45,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,Nov-21-2015,46,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,Nov-28-2015,47,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,Dec-05-2015,48,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,Dec-12-2015,49,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,Dec-19-2015,50,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,Dec-26-2015,51,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Local Activity,Jan-02-2016,52,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,Jan-09-2016,1,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,Jan-16-2016,2,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Local Activity,Jan-23-2016,3,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Local Activity,Jan-30-2016,4,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Regional,Feb-06-2016,5,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Regional,Feb-13-2016,6,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Widespread,Feb-20-2016,7,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Widespread,Feb-27-2016,8,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Widespread,Mar-05-2016,9,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Widespread,Mar-12-2016,10,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Widespread,Mar-19-2016,11,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Widespread,Mar-26-2016,12,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Widespread,Apr-02-2016,13,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Regional,Apr-09-2016,14,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Regional,Apr-16-2016,15,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Regional,Apr-23-2016,16,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Local Activity,Apr-30-2016,17,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Local Activity,May-07-2016,18,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,May-14-2016,19,2015-16
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Sporadic,May-21-2016,20,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Oct-10-2015,40,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Oct-17-2015,41,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Oct-24-2015,42,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Oct-31-2015,43,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Nov-07-2015,44,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Nov-14-2015,45,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Nov-21-2015,46,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Nov-28-2015,47,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Dec-05-2015,48,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Dec-12-2015,49,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Dec-19-2015,50,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Dec-26-2015,51,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Jan-02-2016,52,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Jan-09-2016,1,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Jan-16-2016,2,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Sporadic,Jan-23-2016,3,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Local Activity,Jan-30-2016,4,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Local Activity,Feb-06-2016,5,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Regional,Feb-13-2016,6,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Regional,Feb-20-2016,7,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Widespread,Feb-27-2016,8,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Widespread,Mar-05-2016,9,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Widespread,Mar-12-2016,10,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Widespread,Mar-19-2016,11,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Widespread,Mar-26-2016,12,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Widespread,Apr-02-2016,13,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Widespread,Apr-09-2016,14,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Widespread,Apr-16-2016,15,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Widespread,Apr-23-2016,16,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Regional,Apr-30-2016,17,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Regional,May-07-2016,18,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Regional,May-14-2016,19,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Local Activity,May-21-2016,20,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Local Activity,Oct-10-2015,40,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Local Activity,Oct-17-2015,41,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Local Activity,Oct-24-2015,42,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Sporadic,Oct-31-2015,43,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Sporadic,Nov-07-2015,44,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Sporadic,Nov-14-2015,45,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Sporadic,Nov-21-2015,46,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Sporadic,Nov-28-2015,47,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Sporadic,Dec-05-2015,48,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Sporadic,Dec-12-2015,49,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Sporadic,Dec-19-2015,50,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Sporadic,Dec-26-2015,51,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Local Activity,Jan-02-2016,52,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Local Activity,Jan-09-2016,1,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Local Activity,Jan-16-2016,2,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Local Activity,Jan-23-2016,3,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Local Activity,Jan-30-2016,4,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Local Activity,Feb-06-2016,5,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Local Activity,Feb-13-2016,6,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Regional,Feb-20-2016,7,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Regional,Feb-27-2016,8,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Widespread,Mar-05-2016,9,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Widespread,Mar-12-2016,10,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Widespread,Mar-19-2016,11,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Regional,Mar-26-2016,12,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Regional,Apr-02-2016,13,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Regional,Apr-09-2016,14,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Regional,Apr-16-2016,15,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Regional,Apr-23-2016,16,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Regional,Apr-30-2016,17,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Regional,May-07-2016,18,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Local Activity,May-14-2016,19,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Local Activity,May-21-2016,20,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Sporadic,Oct-10-2015,40,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Local Activity,Oct-17-2015,41,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Local Activity,Oct-24-2015,42,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Sporadic,Oct-31-2015,43,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Local Activity,Nov-07-2015,44,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Local Activity,Nov-14-2015,45,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Sporadic,Nov-21-2015,46,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Local Activity,Nov-28-2015,47,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Local Activity,Dec-05-2015,48,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Sporadic,Dec-12-2015,49,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Local Activity,Dec-19-2015,50,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Local Activity,Dec-26-2015,51,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Local Activity,Jan-02-2016,52,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Local Activity,Jan-09-2016,1,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Regional,Jan-16-2016,2,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Local Activity,Jan-23-2016,3,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Local Activity,Jan-30-2016,4,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Local Activity,Feb-06-2016,5,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Local Activity,Feb-13-2016,6,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Regional,Feb-20-2016,7,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Sporadic,Feb-27-2016,8,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Widespread,Mar-05-2016,9,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Widespread,Mar-12-2016,10,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Widespread,Mar-19-2016,11,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Regional,Mar-26-2016,12,2015-16
